"N","min(qtot)","q1(qtot)","med(qtot)","q3(qtot)","max(qtot)","avg(qtot)","std(qtot)","min(T)","q1(T)","med(T)","q3(T)","max(T)","avg(T)","std(T)","min(T_ini)","q1(T_ini)","med(T_ini)","q3(T_ini)","max(T_ini)","avg(T_ini)","std(T_ini)","min(dz)","q1(dz)","med(dz)","q3(dz)","max(dz)","avg(dz)","std(dz)","min(Result)","q1(Result)","med(Result)","q3(Result)","max(Result)","avg(Result)","std(Result)","min(vtkOriginalPointIds)","q1(vtkOriginalPointIds)","med(vtkOriginalPointIds)","q3(vtkOriginalPointIds)","max(vtkOriginalPointIds)","avg(vtkOriginalPointIds)","std(vtkOriginalPointIds)","min(X)","q1(X)","med(X)","q3(X)","max(X)","avg(X)","std(X)","min(Y)","q1(Y)","med(Y)","q3(Y)","max(Y)","avg(Y)","std(Y)","min(Z)","q1(Z)","med(Z)","q3(Z)","max(Z)","avg(Z)","std(Z)","vtkValidPointMask","Time"
1,0.95379,0.95379,0.95379,0.95379,0.95379,0.95379,0,1.3654e+12,1.3654e+12,1.3654e+12,1.3654e+12,1.3654e+12,1.3654e+12,0,1.3533e+12,1.3533e+12,1.3533e+12,1.3533e+12,1.3533e+12,1.3533e+12,0,-7.0477e+12,-7.0477e+12,-7.0477e+12,-7.0477e+12,-7.0477e+12,-7.0477e+12,0,1.2033e+10,1.2033e+10,1.2033e+10,1.2033e+10,1.2033e+10,1.2033e+10,0,0,0,0,0,0,0,0,17267,17267,17267,17267,17267,17267,0,4783.7,4783.7,4783.7,4783.7,4783.7,4783.7,0,2911.2,2911.2,2911.2,2911.2,2911.2,2911.2,0,1,164
1,0.94877,0.94877,0.94877,0.94877,0.94877,0.94877,0,1.3634e+12,1.3634e+12,1.3634e+12,1.3634e+12,1.3634e+12,1.3634e+12,0,1.3527e+12,1.3527e+12,1.3527e+12,1.3527e+12,1.3527e+12,1.3527e+12,0,-6.9695e+12,-6.9695e+12,-6.9695e+12,-6.9695e+12,-6.9695e+12,-6.9695e+12,0,1.069e+10,1.069e+10,1.069e+10,1.069e+10,1.069e+10,1.069e+10,0,0,0,0,0,0,0,0,17267,17267,17267,17267,17267,17267,0,4783.9,4783.9,4783.9,4783.9,4783.9,4783.9,0,2906.6,2906.6,2906.6,2906.6,2906.6,2906.6,0,1,165
1,0.94804,0.94804,0.94804,0.94804,0.94804,0.94804,0,1.3618e+12,1.3618e+12,1.3618e+12,1.3618e+12,1.3618e+12,1.3618e+12,0,1.3524e+12,1.3524e+12,1.3524e+12,1.3524e+12,1.3524e+12,1.3524e+12,0,-6.9124e+12,-6.9124e+12,-6.9124e+12,-6.9124e+12,-6.9124e+12,-6.9124e+12,0,9.3216e+09,9.3216e+09,9.3216e+09,9.3216e+09,9.3216e+09,9.3216e+09,0,0,0,0,0,0,0,0,17264,17264,17264,17264,17264,17264,0,4784.2,4784.2,4784.2,4784.2,4784.2,4784.2,0,2907.8,2907.8,2907.8,2907.8,2907.8,2907.8,0,1,166
1,0.94827,0.94827,0.94827,0.94827,0.94827,0.94827,0,1.36e+12,1.36e+12,1.36e+12,1.36e+12,1.36e+12,1.36e+12,0,1.352e+12,1.352e+12,1.352e+12,1.352e+12,1.352e+12,1.352e+12,0,-6.858e+12,-6.858e+12,-6.858e+12,-6.858e+12,-6.858e+12,-6.858e+12,0,8.034e+09,8.034e+09,8.034e+09,8.034e+09,8.034e+09,8.034e+09,0,0,0,0,0,0,0,0,17261,17261,17261,17261,17261,17261,0,4783.4,4783.4,4783.4,4783.4,4783.4,4783.4,0,2911.5,2911.5,2911.5,2911.5,2911.5,2911.5,0,1,167
1,0.94803,0.94803,0.94803,0.94803,0.94803,0.94803,0,1.3583e+12,1.3583e+12,1.3583e+12,1.3583e+12,1.3583e+12,1.3583e+12,0,1.3518e+12,1.3518e+12,1.3518e+12,1.3518e+12,1.3518e+12,1.3518e+12,0,-6.8069e+12,-6.8069e+12,-6.8069e+12,-6.8069e+12,-6.8069e+12,-6.8069e+12,0,6.4767e+09,6.4767e+09,6.4767e+09,6.4767e+09,6.4767e+09,6.4767e+09,0,0,0,0,0,0,0,0,17263,17263,17263,17263,17263,17263,0,4786.9,4786.9,4786.9,4786.9,4786.9,4786.9,0,2909.6,2909.6,2909.6,2909.6,2909.6,2909.6,0,1,168
1,0.94587,0.94587,0.94587,0.94587,0.94587,0.94587,0,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,0,1.3516e+12,1.3516e+12,1.3516e+12,1.3516e+12,1.3516e+12,1.3516e+12,0,-6.743e+12,-6.743e+12,-6.743e+12,-6.743e+12,-6.743e+12,-6.743e+12,0,4.9763e+09,4.9763e+09,4.9763e+09,4.9763e+09,4.9763e+09,4.9763e+09,0,0,0,0,0,0,0,0,17268,17268,17268,17268,17268,17268,0,4786.6,4786.6,4786.6,4786.6,4786.6,4786.6,0,2906.7,2906.7,2906.7,2906.7,2906.7,2906.7,0,1,169
1,0.93981,0.93981,0.93981,0.93981,0.93981,0.93981,0,1.3536e+12,1.3536e+12,1.3536e+12,1.3536e+12,1.3536e+12,1.3536e+12,0,1.35e+12,1.35e+12,1.35e+12,1.35e+12,1.35e+12,1.35e+12,0,-6.6562e+12,-6.6562e+12,-6.6562e+12,-6.6562e+12,-6.6562e+12,-6.6562e+12,0,3.565e+09,3.565e+09,3.565e+09,3.565e+09,3.565e+09,3.565e+09,0,0,0,0,0,0,0,0,17272,17272,17272,17272,17272,17272,0,4787.1,4787.1,4787.1,4787.1,4787.1,4787.1,0,2899.3,2899.3,2899.3,2899.3,2899.3,2899.3,0,1,170
1,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0,1.3523e+12,1.3523e+12,1.3523e+12,1.3523e+12,1.3523e+12,1.3523e+12,0,1.3504e+12,1.3504e+12,1.3504e+12,1.3504e+12,1.3504e+12,1.3504e+12,0,-6.6118e+12,-6.6118e+12,-6.6118e+12,-6.6118e+12,-6.6118e+12,-6.6118e+12,0,1.9422e+09,1.9422e+09,1.9422e+09,1.9422e+09,1.9422e+09,1.9422e+09,0,0,0,0,0,0,0,0,17272,17272,17272,17272,17272,17272,0,4791.3,4791.3,4791.3,4791.3,4791.3,4791.3,0,2901.1,2901.1,2901.1,2901.1,2901.1,2901.1,0,1,171
1,0.93882,0.93882,0.93882,0.93882,0.93882,0.93882,0,1.3505e+12,1.3505e+12,1.3505e+12,1.3505e+12,1.3505e+12,1.3505e+12,0,1.3499e+12,1.3499e+12,1.3499e+12,1.3499e+12,1.3499e+12,1.3499e+12,0,-6.5397e+12,-6.5397e+12,-6.5397e+12,-6.5397e+12,-6.5397e+12,-6.5397e+12,0,5.6048e+08,5.6048e+08,5.6048e+08,5.6048e+08,5.6048e+08,5.6048e+08,0,0,0,0,0,0,0,0,17272,17272,17272,17272,17272,17272,0,4794.8,4794.8,4794.8,4794.8,4794.8,4794.8,0,2897.4,2897.4,2897.4,2897.4,2897.4,2897.4,0,1,172
1,0.94024,0.94024,0.94024,0.94024,0.94024,0.94024,0,1.349e+12,1.349e+12,1.349e+12,1.349e+12,1.349e+12,1.349e+12,0,1.3501e+12,1.3501e+12,1.3501e+12,1.3501e+12,1.3501e+12,1.3501e+12,0,-6.4888e+12,-6.4888e+12,-6.4888e+12,-6.4888e+12,-6.4888e+12,-6.4888e+12,0,-1.193e+09,-1.193e+09,-1.193e+09,-1.193e+09,-1.193e+09,-1.193e+09,0,0,0,0,0,0,0,0,17274,17274,17274,17274,17274,17274,0,4796,4796,4796,4796,4796,4796,0,2899.1,2899.1,2899.1,2899.1,2899.1,2899.1,0,1,173
1,0.94171,0.94171,0.94171,0.94171,0.94171,0.94171,0,1.3476e+12,1.3476e+12,1.3476e+12,1.3476e+12,1.3476e+12,1.3476e+12,0,1.3505e+12,1.3505e+12,1.3505e+12,1.3505e+12,1.3505e+12,1.3505e+12,0,-6.4351e+12,-6.4351e+12,-6.4351e+12,-6.4351e+12,-6.4351e+12,-6.4351e+12,0,-2.9502e+09,-2.9502e+09,-2.9502e+09,-2.9502e+09,-2.9502e+09,-2.9502e+09,0,0,0,0,0,0,0,0,17273,17273,17273,17273,17273,17273,0,4796.4,4796.4,4796.4,4796.4,4796.4,4796.4,0,2902,2902,2902,2902,2902,2902,0,1,174
1,0.93999,0.93999,0.93999,0.93999,0.93999,0.93999,0,1.3456e+12,1.3456e+12,1.3456e+12,1.3456e+12,1.3456e+12,1.3456e+12,0,1.3502e+12,1.3502e+12,1.3502e+12,1.3502e+12,1.3502e+12,1.3502e+12,0,-6.3643e+12,-6.3643e+12,-6.3643e+12,-6.3643e+12,-6.3643e+12,-6.3643e+12,0,-4.5709e+09,-4.5709e+09,-4.5709e+09,-4.5709e+09,-4.5709e+09,-4.5709e+09,0,0,0,0,0,0,0,0,17274,17274,17274,17274,17274,17274,0,4797.8,4797.8,4797.8,4797.8,4797.8,4797.8,0,2900.7,2900.7,2900.7,2900.7,2900.7,2900.7,0,1,175
1,0.94097,0.94097,0.94097,0.94097,0.94097,0.94097,0,1.3438e+12,1.3438e+12,1.3438e+12,1.3438e+12,1.3438e+12,1.3438e+12,0,1.3502e+12,1.3502e+12,1.3502e+12,1.3502e+12,1.3502e+12,1.3502e+12,0,-6.3058e+12,-6.3058e+12,-6.3058e+12,-6.3058e+12,-6.3058e+12,-6.3058e+12,0,-6.3392e+09,-6.3392e+09,-6.3392e+09,-6.3392e+09,-6.3392e+09,-6.3392e+09,0,0,0,0,0,0,0,0,17275,17275,17275,17275,17275,17275,0,4797.2,4797.2,4797.2,4797.2,4797.2,4797.2,0,2903.1,2903.1,2903.1,2903.1,2903.1,2903.1,0,1,176
1,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0,1.3424e+12,1.3424e+12,1.3424e+12,1.3424e+12,1.3424e+12,1.3424e+12,0,1.3505e+12,1.3505e+12,1.3505e+12,1.3505e+12,1.3505e+12,1.3505e+12,0,-6.2475e+12,-6.2475e+12,-6.2475e+12,-6.2475e+12,-6.2475e+12,-6.2475e+12,0,-8.1401e+09,-8.1401e+09,-8.1401e+09,-8.1401e+09,-8.1401e+09,-8.1401e+09,0,0,0,0,0,0,0,0,17276,17276,17276,17276,17276,17276,0,4800.8,4800.8,4800.8,4800.8,4800.8,4800.8,0,2903.5,2903.5,2903.5,2903.5,2903.5,2903.5,0,1,177
1,0.93564,0.93564,0.93564,0.93564,0.93564,0.93564,0,1.3395e+12,1.3395e+12,1.3395e+12,1.3395e+12,1.3395e+12,1.3395e+12,0,1.3489e+12,1.3489e+12,1.3489e+12,1.3489e+12,1.3489e+12,1.3489e+12,0,-6.1498e+12,-6.1498e+12,-6.1498e+12,-6.1498e+12,-6.1498e+12,-6.1498e+12,0,-9.4048e+09,-9.4048e+09,-9.4048e+09,-9.4048e+09,-9.4048e+09,-9.4048e+09,0,0,0,0,0,0,0,0,17281,17281,17281,17281,17281,17281,0,4797.9,4797.9,4797.9,4797.9,4797.9,4797.9,0,2898.1,2898.1,2898.1,2898.1,2898.1,2898.1,0,1,178
1,0.9325,0.9325,0.9325,0.9325,0.9325,0.9325,0,1.3371e+12,1.3371e+12,1.3371e+12,1.3371e+12,1.3371e+12,1.3371e+12,0,1.348e+12,1.348e+12,1.348e+12,1.348e+12,1.348e+12,1.348e+12,0,-6.0692e+12,-6.0692e+12,-6.0692e+12,-6.0692e+12,-6.0692e+12,-6.0692e+12,0,-1.0979e+10,-1.0979e+10,-1.0979e+10,-1.0979e+10,-1.0979e+10,-1.0979e+10,0,0,0,0,0,0,0,0,17282,17282,17282,17282,17282,17282,0,4800.8,4800.8,4800.8,4800.8,4800.8,4800.8,0,2894.6,2894.6,2894.6,2894.6,2894.6,2894.6,0,1,179
