"N","min(qtot)","q1(qtot)","med(qtot)","q3(qtot)","max(qtot)","avg(qtot)","std(qtot)","min(T)","q1(T)","med(T)","q3(T)","max(T)","avg(T)","std(T)","min(T_ini)","q1(T_ini)","med(T_ini)","q3(T_ini)","max(T_ini)","avg(T_ini)","std(T_ini)","min(dz)","q1(dz)","med(dz)","q3(dz)","max(dz)","avg(dz)","std(dz)","min(Result)","q1(Result)","med(Result)","q3(Result)","max(Result)","avg(Result)","std(Result)","min(vtkOriginalPointIds)","q1(vtkOriginalPointIds)","med(vtkOriginalPointIds)","q3(vtkOriginalPointIds)","max(vtkOriginalPointIds)","avg(vtkOriginalPointIds)","std(vtkOriginalPointIds)","min(X)","q1(X)","med(X)","q3(X)","max(X)","avg(X)","std(X)","min(Y)","q1(Y)","med(Y)","q3(Y)","max(Y)","avg(Y)","std(Y)","min(Z)","q1(Z)","med(Z)","q3(Z)","max(Z)","avg(Z)","std(Z)","vtkValidPointMask","Time"
1,0.98778,0.98778,0.98778,0.98778,0.98778,0.98778,0,1.3998e+12,1.3998e+12,1.3998e+12,1.3998e+12,1.3998e+12,1.3998e+12,0,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,0,-7.8822e+12,-7.8822e+12,-7.8822e+12,-7.8822e+12,-7.8822e+12,-7.8822e+12,0,4.316e+10,4.316e+10,4.316e+10,4.316e+10,4.316e+10,4.316e+10,0,0,0,0,0,0,0,0,17277,17277,17277,17277,17277,17277,0,4782.4,4782.4,4782.4,4782.4,4782.4,4782.4,0,2932.4,2932.4,2932.4,2932.4,2932.4,2932.4,0,1,124
1,0.98972,0.98972,0.98972,0.98972,0.98972,0.98972,0,1.4001e+12,1.4001e+12,1.4001e+12,1.4001e+12,1.4001e+12,1.4001e+12,0,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,0,-7.9134e+12,-7.9134e+12,-7.9134e+12,-7.9134e+12,-7.9134e+12,-7.9134e+12,0,4.3451e+10,4.3451e+10,4.3451e+10,4.3451e+10,4.3451e+10,4.3451e+10,0,0,0,0,0,0,0,0,17276,17276,17276,17276,17276,17276,0,4778,4778,4778,4778,4778,4778,0,2937.8,2937.8,2937.8,2937.8,2937.8,2937.8,0,1,125
1,0.99098,0.99098,0.99098,0.99098,0.99098,0.99098,0,1.4003e+12,1.4003e+12,1.4003e+12,1.4003e+12,1.4003e+12,1.4003e+12,0,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,1.3566e+12,0,-7.9425e+12,-7.9425e+12,-7.9425e+12,-7.9425e+12,-7.9425e+12,-7.9425e+12,0,4.3674e+10,4.3674e+10,4.3674e+10,4.3674e+10,4.3674e+10,4.3674e+10,0,0,0,0,0,0,0,0,17276,17276,17276,17276,17276,17276,0,4776.4,4776.4,4776.4,4776.4,4776.4,4776.4,0,2939.7,2939.7,2939.7,2939.7,2939.7,2939.7,0,1,126
1,0.98965,0.98965,0.98965,0.98965,0.98965,0.98965,0,1.4005e+12,1.4005e+12,1.4005e+12,1.4005e+12,1.4005e+12,1.4005e+12,0,1.3571e+12,1.3571e+12,1.3571e+12,1.3571e+12,1.3571e+12,1.3571e+12,0,-7.9593e+12,-7.9593e+12,-7.9593e+12,-7.9593e+12,-7.9593e+12,-7.9593e+12,0,4.3411e+10,4.3411e+10,4.3411e+10,4.3411e+10,4.3411e+10,4.3411e+10,0,0,0,0,0,0,0,0,17275,17275,17275,17275,17275,17275,0,4780.4,4780.4,4780.4,4780.4,4780.4,4780.4,0,2935.3,2935.3,2935.3,2935.3,2935.3,2935.3,0,1,127
1,0.98639,0.98639,0.98639,0.98639,0.98639,0.98639,0,1.4e+12,1.4e+12,1.4e+12,1.4e+12,1.4e+12,1.4e+12,0,1.3574e+12,1.3574e+12,1.3574e+12,1.3574e+12,1.3574e+12,1.3574e+12,0,-7.9494e+12,-7.9494e+12,-7.9494e+12,-7.9494e+12,-7.9494e+12,-7.9494e+12,0,4.2626e+10,4.2626e+10,4.2626e+10,4.2626e+10,4.2626e+10,4.2626e+10,0,0,0,0,0,0,0,0,17274,17274,17274,17274,17274,17274,0,4773.7,4773.7,4773.7,4773.7,4773.7,4773.7,0,2935.6,2935.6,2935.6,2935.6,2935.6,2935.6,0,1,128
1,0.98912,0.98912,0.98912,0.98912,0.98912,0.98912,0,1.4001e+12,1.4001e+12,1.4001e+12,1.4001e+12,1.4001e+12,1.4001e+12,0,1.3569e+12,1.3569e+12,1.3569e+12,1.3569e+12,1.3569e+12,1.3569e+12,0,-7.9875e+12,-7.9875e+12,-7.9875e+12,-7.9875e+12,-7.9875e+12,-7.9875e+12,0,4.3193e+10,4.3193e+10,4.3193e+10,4.3193e+10,4.3193e+10,4.3193e+10,0,0,0,0,0,0,0,0,17279,17279,17279,17279,17279,17279,0,4775.7,4775.7,4775.7,4775.7,4775.7,4775.7,0,2935,2935,2935,2935,2935,2935,0,1,129
1,0.98629,0.98629,0.98629,0.98629,0.98629,0.98629,0,1.3996e+12,1.3996e+12,1.3996e+12,1.3996e+12,1.3996e+12,1.3996e+12,0,1.357e+12,1.357e+12,1.357e+12,1.357e+12,1.357e+12,1.357e+12,0,-7.9804e+12,-7.9804e+12,-7.9804e+12,-7.9804e+12,-7.9804e+12,-7.9804e+12,0,4.2593e+10,4.2593e+10,4.2593e+10,4.2593e+10,4.2593e+10,4.2593e+10,0,0,0,0,0,0,0,0,17279,17279,17279,17279,17279,17279,0,4773.2,4773.2,4773.2,4773.2,4773.2,4773.2,0,2933,2933,2933,2933,2933,2933,0,1,130
1,0.9866,0.9866,0.9866,0.9866,0.9866,0.9866,0,1.3994e+12,1.3994e+12,1.3994e+12,1.3994e+12,1.3994e+12,1.3994e+12,0,1.357e+12,1.357e+12,1.357e+12,1.357e+12,1.357e+12,1.357e+12,0,-7.9908e+12,-7.9908e+12,-7.9908e+12,-7.9908e+12,-7.9908e+12,-7.9908e+12,0,4.2433e+10,4.2433e+10,4.2433e+10,4.2433e+10,4.2433e+10,4.2433e+10,0,0,0,0,0,0,0,0,17276,17276,17276,17276,17276,17276,0,4774.2,4774.2,4774.2,4774.2,4774.2,4774.2,0,2933.8,2933.8,2933.8,2933.8,2933.8,2933.8,0,1,131
1,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0,1.3985e+12,1.3985e+12,1.3985e+12,1.3985e+12,1.3985e+12,1.3985e+12,0,1.3567e+12,1.3567e+12,1.3567e+12,1.3567e+12,1.3567e+12,1.3567e+12,0,-7.9765e+12,-7.9765e+12,-7.9765e+12,-7.9765e+12,-7.9765e+12,-7.9765e+12,0,4.1794e+10,4.1794e+10,4.1794e+10,4.1794e+10,4.1794e+10,4.1794e+10,0,0,0,0,0,0,0,0,17272,17272,17272,17272,17272,17272,0,4774,4774,4774,4774,4774,4774,0,2932.3,2932.3,2932.3,2932.3,2932.3,2932.3,0,1,132
1,0.9843,0.9843,0.9843,0.9843,0.9843,0.9843,0,1.3987e+12,1.3987e+12,1.3987e+12,1.3987e+12,1.3987e+12,1.3987e+12,0,1.357e+12,1.357e+12,1.357e+12,1.357e+12,1.357e+12,1.357e+12,0,-7.9922e+12,-7.9922e+12,-7.9922e+12,-7.9922e+12,-7.9922e+12,-7.9922e+12,0,4.1725e+10,4.1725e+10,4.1725e+10,4.1725e+10,4.1725e+10,4.1725e+10,0,0,0,0,0,0,0,0,17271,17271,17271,17271,17271,17271,0,4779,4779,4779,4779,4779,4779,0,2930.2,2930.2,2930.2,2930.2,2930.2,2930.2,0,1,133
1,0.98506,0.98506,0.98506,0.98506,0.98506,0.98506,0,1.399e+12,1.399e+12,1.399e+12,1.399e+12,1.399e+12,1.399e+12,0,1.3576e+12,1.3576e+12,1.3576e+12,1.3576e+12,1.3576e+12,1.3576e+12,0,-8.0004e+12,-8.0004e+12,-8.0004e+12,-8.0004e+12,-8.0004e+12,-8.0004e+12,0,4.1431e+10,4.1431e+10,4.1431e+10,4.1431e+10,4.1431e+10,4.1431e+10,0,0,0,0,0,0,0,0,17272,17272,17272,17272,17272,17272,0,4777.7,4777.7,4777.7,4777.7,4777.7,4777.7,0,2931.1,2931.1,2931.1,2931.1,2931.1,2931.1,0,1,134
1,0.98154,0.98154,0.98154,0.98154,0.98154,0.98154,0,1.3979e+12,1.3979e+12,1.3979e+12,1.3979e+12,1.3979e+12,1.3979e+12,0,1.3574e+12,1.3574e+12,1.3574e+12,1.3574e+12,1.3574e+12,1.3574e+12,0,-7.9695e+12,-7.9695e+12,-7.9695e+12,-7.9695e+12,-7.9695e+12,-7.9695e+12,0,4.0479e+10,4.0479e+10,4.0479e+10,4.0479e+10,4.0479e+10,4.0479e+10,0,0,0,0,0,0,0,0,17266,17266,17266,17266,17266,17266,0,4773.7,4773.7,4773.7,4773.7,4773.7,4773.7,0,2932.4,2932.4,2932.4,2932.4,2932.4,2932.4,0,1,135
1,0.98239,0.98239,0.98239,0.98239,0.98239,0.98239,0,1.3979e+12,1.3979e+12,1.3979e+12,1.3979e+12,1.3979e+12,1.3979e+12,0,1.3577e+12,1.3577e+12,1.3577e+12,1.3577e+12,1.3577e+12,1.3577e+12,0,-7.9751e+12,-7.9751e+12,-7.9751e+12,-7.9751e+12,-7.9751e+12,-7.9751e+12,0,4.0156e+10,4.0156e+10,4.0156e+10,4.0156e+10,4.0156e+10,4.0156e+10,0,0,0,0,0,0,0,0,17266,17266,17266,17266,17266,17266,0,4774.1,4774.1,4774.1,4774.1,4774.1,4774.1,0,2932.7,2932.7,2932.7,2932.7,2932.7,2932.7,0,1,136
1,0.97825,0.97825,0.97825,0.97825,0.97825,0.97825,0,1.3964e+12,1.3964e+12,1.3964e+12,1.3964e+12,1.3964e+12,1.3964e+12,0,1.3571e+12,1.3571e+12,1.3571e+12,1.3571e+12,1.3571e+12,1.3571e+12,0,-7.9442e+12,-7.9442e+12,-7.9442e+12,-7.9442e+12,-7.9442e+12,-7.9442e+12,0,3.9286e+10,3.9286e+10,3.9286e+10,3.9286e+10,3.9286e+10,3.9286e+10,0,0,0,0,0,0,0,0,17261,17261,17261,17261,17261,17261,0,4776.8,4776.8,4776.8,4776.8,4776.8,4776.8,0,2929.1,2929.1,2929.1,2929.1,2929.1,2929.1,0,1,137
1,0.97869,0.97869,0.97869,0.97869,0.97869,0.97869,0,1.3962e+12,1.3962e+12,1.3962e+12,1.3962e+12,1.3962e+12,1.3962e+12,0,1.3573e+12,1.3573e+12,1.3573e+12,1.3573e+12,1.3573e+12,1.3573e+12,0,-7.9425e+12,-7.9425e+12,-7.9425e+12,-7.9425e+12,-7.9425e+12,-7.9425e+12,0,3.8925e+10,3.8925e+10,3.8925e+10,3.8925e+10,3.8925e+10,3.8925e+10,0,0,0,0,0,0,0,0,17260,17260,17260,17260,17260,17260,0,4777.7,4777.7,4777.7,4777.7,4777.7,4777.7,0,2929.4,2929.4,2929.4,2929.4,2929.4,2929.4,0,1,138
1,0.98097,0.98097,0.98097,0.98097,0.98097,0.98097,0,1.3963e+12,1.3963e+12,1.3963e+12,1.3963e+12,1.3963e+12,1.3963e+12,0,1.3577e+12,1.3577e+12,1.3577e+12,1.3577e+12,1.3577e+12,1.3577e+12,0,-7.9508e+12,-7.9508e+12,-7.9508e+12,-7.9508e+12,-7.9508e+12,-7.9508e+12,0,3.865e+10,3.865e+10,3.865e+10,3.865e+10,3.865e+10,3.865e+10,0,0,0,0,0,0,0,0,17264,17264,17264,17264,17264,17264,0,4776.2,4776.2,4776.2,4776.2,4776.2,4776.2,0,2931.2,2931.2,2931.2,2931.2,2931.2,2931.2,0,1,139
1,0.9746,0.9746,0.9746,0.9746,0.9746,0.9746,0,1.3946e+12,1.3946e+12,1.3946e+12,1.3946e+12,1.3946e+12,1.3946e+12,0,1.3571e+12,1.3571e+12,1.3571e+12,1.3571e+12,1.3571e+12,1.3571e+12,0,-7.8991e+12,-7.8991e+12,-7.8991e+12,-7.8991e+12,-7.8991e+12,-7.8991e+12,0,3.7473e+10,3.7473e+10,3.7473e+10,3.7473e+10,3.7473e+10,3.7473e+10,0,0,0,0,0,0,0,0,17262,17262,17262,17262,17262,17262,0,4773.9,4773.9,4773.9,4773.9,4773.9,4773.9,0,2926.2,2926.2,2926.2,2926.2,2926.2,2926.2,0,1,140
1,0.97251,0.97251,0.97251,0.97251,0.97251,0.97251,0,1.3924e+12,1.3924e+12,1.3924e+12,1.3924e+12,1.3924e+12,1.3924e+12,0,1.3559e+12,1.3559e+12,1.3559e+12,1.3559e+12,1.3559e+12,1.3559e+12,0,-7.8582e+12,-7.8582e+12,-7.8582e+12,-7.8582e+12,-7.8582e+12,-7.8582e+12,0,3.6478e+10,3.6478e+10,3.6478e+10,3.6478e+10,3.6478e+10,3.6478e+10,0,0,0,0,0,0,0,0,17243,17243,17243,17243,17243,17243,0,4774.1,4774.1,4774.1,4774.1,4774.1,4774.1,0,2933.8,2933.8,2933.8,2933.8,2933.8,2933.8,0,1,141
1,0.96922,0.96922,0.96922,0.96922,0.96922,0.96922,0,1.3912e+12,1.3912e+12,1.3912e+12,1.3912e+12,1.3912e+12,1.3912e+12,0,1.3558e+12,1.3558e+12,1.3558e+12,1.3558e+12,1.3558e+12,1.3558e+12,0,-7.8215e+12,-7.8215e+12,-7.8215e+12,-7.8215e+12,-7.8215e+12,-7.8215e+12,0,3.5472e+10,3.5472e+10,3.5472e+10,3.5472e+10,3.5472e+10,3.5472e+10,0,0,0,0,0,0,0,0,17240,17240,17240,17240,17240,17240,0,4773.3,4773.3,4773.3,4773.3,4773.3,4773.3,0,2932,2932,2932,2932,2932,2932,0,1,142
1,0.96664,0.96664,0.96664,0.96664,0.96664,0.96664,0,1.3904e+12,1.3904e+12,1.3904e+12,1.3904e+12,1.3904e+12,1.3904e+12,0,1.3558e+12,1.3558e+12,1.3558e+12,1.3558e+12,1.3558e+12,1.3558e+12,0,-7.7962e+12,-7.7962e+12,-7.7962e+12,-7.7962e+12,-7.7962e+12,-7.7962e+12,0,3.4583e+10,3.4583e+10,3.4583e+10,3.4583e+10,3.4583e+10,3.4583e+10,0,0,0,0,0,0,0,0,17242,17242,17242,17242,17242,17242,0,4775.3,4775.3,4775.3,4775.3,4775.3,4775.3,0,2926.6,2926.6,2926.6,2926.6,2926.6,2926.6,0,1,143
1,0.97279,0.97279,0.97279,0.97279,0.97279,0.97279,0,1.3906e+12,1.3906e+12,1.3906e+12,1.3906e+12,1.3906e+12,1.3906e+12,0,1.3562e+12,1.3562e+12,1.3562e+12,1.3562e+12,1.3562e+12,1.3562e+12,0,-7.8168e+12,-7.8168e+12,-7.8168e+12,-7.8168e+12,-7.8168e+12,-7.8168e+12,0,3.4386e+10,3.4386e+10,3.4386e+10,3.4386e+10,3.4386e+10,3.4386e+10,0,0,0,0,0,0,0,0,17245,17245,17245,17245,17245,17245,0,4774,4774,4774,4774,4774,4774,0,2934,2934,2934,2934,2934,2934,0,1,144
1,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0,1.3891e+12,1.3891e+12,1.3891e+12,1.3891e+12,1.3891e+12,1.3891e+12,0,1.3559e+12,1.3559e+12,1.3559e+12,1.3559e+12,1.3559e+12,1.3559e+12,0,-7.7678e+12,-7.7678e+12,-7.7678e+12,-7.7678e+12,-7.7678e+12,-7.7678e+12,0,3.3223e+10,3.3223e+10,3.3223e+10,3.3223e+10,3.3223e+10,3.3223e+10,0,0,0,0,0,0,0,0,17246,17246,17246,17246,17246,17246,0,4771.9,4771.9,4771.9,4771.9,4771.9,4771.9,0,2928.9,2928.9,2928.9,2928.9,2928.9,2928.9,0,1,145
1,0.96732,0.96732,0.96732,0.96732,0.96732,0.96732,0,1.3884e+12,1.3884e+12,1.3884e+12,1.3884e+12,1.3884e+12,1.3884e+12,0,1.3559e+12,1.3559e+12,1.3559e+12,1.3559e+12,1.3559e+12,1.3559e+12,0,-7.7449e+12,-7.7449e+12,-7.7449e+12,-7.7449e+12,-7.7449e+12,-7.7449e+12,0,3.2444e+10,3.2444e+10,3.2444e+10,3.2444e+10,3.2444e+10,3.2444e+10,0,0,0,0,0,0,0,0,17245,17245,17245,17245,17245,17245,0,4772.8,4772.8,4772.8,4772.8,4772.8,4772.8,0,2928.6,2928.6,2928.6,2928.6,2928.6,2928.6,0,1,146
1,0.96483,0.96483,0.96483,0.96483,0.96483,0.96483,0,1.3864e+12,1.3864e+12,1.3864e+12,1.3864e+12,1.3864e+12,1.3864e+12,0,1.3549e+12,1.3549e+12,1.3549e+12,1.3549e+12,1.3549e+12,1.3549e+12,0,-7.7053e+12,-7.7053e+12,-7.7053e+12,-7.7053e+12,-7.7053e+12,-7.7053e+12,0,3.1455e+10,3.1455e+10,3.1455e+10,3.1455e+10,3.1455e+10,3.1455e+10,0,0,0,0,0,0,0,0,17245,17245,17245,17245,17245,17245,0,4770.5,4770.5,4770.5,4770.5,4770.5,4770.5,0,2927.7,2927.7,2927.7,2927.7,2927.7,2927.7,0,1,147
1,0.95799,0.95799,0.95799,0.95799,0.95799,0.95799,0,1.3848e+12,1.3848e+12,1.3848e+12,1.3848e+12,1.3848e+12,1.3848e+12,0,1.3548e+12,1.3548e+12,1.3548e+12,1.3548e+12,1.3548e+12,1.3548e+12,0,-7.6395e+12,-7.6395e+12,-7.6395e+12,-7.6395e+12,-7.6395e+12,-7.6395e+12,0,3.0076e+10,3.0076e+10,3.0076e+10,3.0076e+10,3.0076e+10,3.0076e+10,0,0,0,0,0,0,0,0,17243,17243,17243,17243,17243,17243,0,4770.9,4770.9,4770.9,4770.9,4770.9,4770.9,0,2920.6,2920.6,2920.6,2920.6,2920.6,2920.6,0,1,148
1,0.95968,0.95968,0.95968,0.95968,0.95968,0.95968,0,1.384e+12,1.384e+12,1.384e+12,1.384e+12,1.384e+12,1.384e+12,0,1.3547e+12,1.3547e+12,1.3547e+12,1.3547e+12,1.3547e+12,1.3547e+12,0,-7.6213e+12,-7.6213e+12,-7.6213e+12,-7.6213e+12,-7.6213e+12,-7.6213e+12,0,2.9329e+10,2.9329e+10,2.9329e+10,2.9329e+10,2.9329e+10,2.9329e+10,0,0,0,0,0,0,0,0,17245,17245,17245,17245,17245,17245,0,4767.2,4767.2,4767.2,4767.2,4767.2,4767.2,0,2924.4,2924.4,2924.4,2924.4,2924.4,2924.4,0,1,149
1,0.95961,0.95961,0.95961,0.95961,0.95961,0.95961,0,1.3833e+12,1.3833e+12,1.3833e+12,1.3833e+12,1.3833e+12,1.3833e+12,0,1.3549e+12,1.3549e+12,1.3549e+12,1.3549e+12,1.3549e+12,1.3549e+12,0,-7.5982e+12,-7.5982e+12,-7.5982e+12,-7.5982e+12,-7.5982e+12,-7.5982e+12,0,2.8388e+10,2.8388e+10,2.8388e+10,2.8388e+10,2.8388e+10,2.8388e+10,0,0,0,0,0,0,0,0,17246,17246,17246,17246,17246,17246,0,4770,4770,4770,4770,4770,4770,0,2922.7,2922.7,2922.7,2922.7,2922.7,2922.7,0,1,150
1,0.95746,0.95746,0.95746,0.95746,0.95746,0.95746,0,1.382e+12,1.382e+12,1.382e+12,1.382e+12,1.382e+12,1.382e+12,0,1.3547e+12,1.3547e+12,1.3547e+12,1.3547e+12,1.3547e+12,1.3547e+12,0,-7.5567e+12,-7.5567e+12,-7.5567e+12,-7.5567e+12,-7.5567e+12,-7.5567e+12,0,2.7329e+10,2.7329e+10,2.7329e+10,2.7329e+10,2.7329e+10,2.7329e+10,0,0,0,0,0,0,0,0,17243,17243,17243,17243,17243,17243,0,4772.6,4772.6,4772.6,4772.6,4772.6,4772.6,0,2920.8,2920.8,2920.8,2920.8,2920.8,2920.8,0,1,151
1,0.95724,0.95724,0.95724,0.95724,0.95724,0.95724,0,1.3811e+12,1.3811e+12,1.3811e+12,1.3811e+12,1.3811e+12,1.3811e+12,0,1.3547e+12,1.3547e+12,1.3547e+12,1.3547e+12,1.3547e+12,1.3547e+12,0,-7.5282e+12,-7.5282e+12,-7.5282e+12,-7.5282e+12,-7.5282e+12,-7.5282e+12,0,2.6325e+10,2.6325e+10,2.6325e+10,2.6325e+10,2.6325e+10,2.6325e+10,0,0,0,0,0,0,0,0,17247,17247,17247,17247,17247,17247,0,4771.7,4771.7,4771.7,4771.7,4771.7,4771.7,0,2919.3,2919.3,2919.3,2919.3,2919.3,2919.3,0,1,152
1,0.95786,0.95786,0.95786,0.95786,0.95786,0.95786,0,1.3799e+12,1.3799e+12,1.3799e+12,1.3799e+12,1.3799e+12,1.3799e+12,0,1.3544e+12,1.3544e+12,1.3544e+12,1.3544e+12,1.3544e+12,1.3544e+12,0,-7.5019e+12,-7.5019e+12,-7.5019e+12,-7.5019e+12,-7.5019e+12,-7.5019e+12,0,2.5448e+10,2.5448e+10,2.5448e+10,2.5448e+10,2.5448e+10,2.5448e+10,0,0,0,0,0,0,0,0,17248,17248,17248,17248,17248,17248,0,4773.5,4773.5,4773.5,4773.5,4773.5,4773.5,0,2919.7,2919.7,2919.7,2919.7,2919.7,2919.7,0,1,153
1,0.95925,0.95925,0.95925,0.95925,0.95925,0.95925,0,1.379e+12,1.379e+12,1.379e+12,1.379e+12,1.379e+12,1.379e+12,0,1.3546e+12,1.3546e+12,1.3546e+12,1.3546e+12,1.3546e+12,1.3546e+12,0,-7.4785e+12,-7.4785e+12,-7.4785e+12,-7.4785e+12,-7.4785e+12,-7.4785e+12,0,2.4464e+10,2.4464e+10,2.4464e+10,2.4464e+10,2.4464e+10,2.4464e+10,0,0,0,0,0,0,0,0,17250,17250,17250,17250,17250,17250,0,4773.9,4773.9,4773.9,4773.9,4773.9,4773.9,0,2920.8,2920.8,2920.8,2920.8,2920.8,2920.8,0,1,154
1,0.96153,0.96153,0.96153,0.96153,0.96153,0.96153,0,1.3783e+12,1.3783e+12,1.3783e+12,1.3783e+12,1.3783e+12,1.3783e+12,0,1.3549e+12,1.3549e+12,1.3549e+12,1.3549e+12,1.3549e+12,1.3549e+12,0,-7.4621e+12,-7.4621e+12,-7.4621e+12,-7.4621e+12,-7.4621e+12,-7.4621e+12,0,2.3402e+10,2.3402e+10,2.3402e+10,2.3402e+10,2.3402e+10,2.3402e+10,0,0,0,0,0,0,0,0,17252,17252,17252,17252,17252,17252,0,4778.3,4778.3,4778.3,4778.3,4778.3,4778.3,0,2921.1,2921.1,2921.1,2921.1,2921.1,2921.1,0,1,155
1,0.95814,0.95814,0.95814,0.95814,0.95814,0.95814,0,1.3767e+12,1.3767e+12,1.3767e+12,1.3767e+12,1.3767e+12,1.3767e+12,0,1.3545e+12,1.3545e+12,1.3545e+12,1.3545e+12,1.3545e+12,1.3545e+12,0,-7.4061e+12,-7.4061e+12,-7.4061e+12,-7.4061e+12,-7.4061e+12,-7.4061e+12,0,2.2214e+10,2.2214e+10,2.2214e+10,2.2214e+10,2.2214e+10,2.2214e+10,0,0,0,0,0,0,0,0,17252,17252,17252,17252,17252,17252,0,4778.3,4778.3,4778.3,4778.3,4778.3,4778.3,0,2917.4,2917.4,2917.4,2917.4,2917.4,2917.4,0,1,156
1,0.9536,0.9536,0.9536,0.9536,0.9536,0.9536,0,1.3746e+12,1.3746e+12,1.3746e+12,1.3746e+12,1.3746e+12,1.3746e+12,0,1.3537e+12,1.3537e+12,1.3537e+12,1.3537e+12,1.3537e+12,1.3537e+12,0,-7.3486e+12,-7.3486e+12,-7.3486e+12,-7.3486e+12,-7.3486e+12,-7.3486e+12,0,2.0885e+10,2.0885e+10,2.0885e+10,2.0885e+10,2.0885e+10,2.0885e+10,0,0,0,0,0,0,0,0,17263,17263,17263,17263,17263,17263,0,4776.4,4776.4,4776.4,4776.4,4776.4,4776.4,0,2909.3,2909.3,2909.3,2909.3,2909.3,2909.3,0,1,157
1,0.95083,0.95083,0.95083,0.95083,0.95083,0.95083,0,1.373e+12,1.373e+12,1.373e+12,1.373e+12,1.373e+12,1.373e+12,0,1.3533e+12,1.3533e+12,1.3533e+12,1.3533e+12,1.3533e+12,1.3533e+12,0,-7.2912e+12,-7.2912e+12,-7.2912e+12,-7.2912e+12,-7.2912e+12,-7.2912e+12,0,1.9725e+10,1.9725e+10,1.9725e+10,1.9725e+10,1.9725e+10,1.9725e+10,0,0,0,0,0,0,0,0,17262,17262,17262,17262,17262,17262,0,4776.1,4776.1,4776.1,4776.1,4776.1,4776.1,0,2907.7,2907.7,2907.7,2907.7,2907.7,2907.7,0,1,158
1,0.95289,0.95289,0.95289,0.95289,0.95289,0.95289,0,1.372e+12,1.372e+12,1.372e+12,1.372e+12,1.372e+12,1.372e+12,0,1.3535e+12,1.3535e+12,1.3535e+12,1.3535e+12,1.3535e+12,1.3535e+12,0,-7.263e+12,-7.263e+12,-7.263e+12,-7.263e+12,-7.263e+12,-7.263e+12,0,1.8547e+10,1.8547e+10,1.8547e+10,1.8547e+10,1.8547e+10,1.8547e+10,0,0,0,0,0,0,0,0,17263,17263,17263,17263,17263,17263,0,4777.3,4777.3,4777.3,4777.3,4777.3,4777.3,0,2910,2910,2910,2910,2910,2910,0,1,159
1,0.95465,0.95465,0.95465,0.95465,0.95465,0.95465,0,1.3712e+12,1.3712e+12,1.3712e+12,1.3712e+12,1.3712e+12,1.3712e+12,0,1.3539e+12,1.3539e+12,1.3539e+12,1.3539e+12,1.3539e+12,1.3539e+12,0,-7.2327e+12,-7.2327e+12,-7.2327e+12,-7.2327e+12,-7.2327e+12,-7.2327e+12,0,1.7285e+10,1.7285e+10,1.7285e+10,1.7285e+10,1.7285e+10,1.7285e+10,0,0,0,0,0,0,0,0,17265,17265,17265,17265,17265,17265,0,4777.9,4777.9,4777.9,4777.9,4777.9,4777.9,0,2911.7,2911.7,2911.7,2911.7,2911.7,2911.7,0,1,160
1,0.9515,0.9515,0.9515,0.9515,0.9515,0.9515,0,1.3695e+12,1.3695e+12,1.3695e+12,1.3695e+12,1.3695e+12,1.3695e+12,0,1.3535e+12,1.3535e+12,1.3535e+12,1.3535e+12,1.3535e+12,1.3535e+12,0,-7.1716e+12,-7.1716e+12,-7.1716e+12,-7.1716e+12,-7.1716e+12,-7.1716e+12,0,1.6051e+10,1.6051e+10,1.6051e+10,1.6051e+10,1.6051e+10,1.6051e+10,0,0,0,0,0,0,0,0,17263,17263,17263,17263,17263,17263,0,4780.7,4780.7,4780.7,4780.7,4780.7,4780.7,0,2908.3,2908.3,2908.3,2908.3,2908.3,2908.3,0,1,161
1,0.94797,0.94797,0.94797,0.94797,0.94797,0.94797,0,1.3672e+12,1.3672e+12,1.3672e+12,1.3672e+12,1.3672e+12,1.3672e+12,0,1.3524e+12,1.3524e+12,1.3524e+12,1.3524e+12,1.3524e+12,1.3524e+12,0,-7.0997e+12,-7.0997e+12,-7.0997e+12,-7.0997e+12,-7.0997e+12,-7.0997e+12,0,1.4875e+10,1.4875e+10,1.4875e+10,1.4875e+10,1.4875e+10,1.4875e+10,0,0,0,0,0,0,0,0,17262,17262,17262,17262,17262,17262,0,4775,4775,4775,4775,4775,4775,0,2909,2909,2909,2909,2909,2909,0,1,162
1,0.95134,0.95134,0.95134,0.95134,0.95134,0.95134,0,1.3662e+12,1.3662e+12,1.3662e+12,1.3662e+12,1.3662e+12,1.3662e+12,0,1.3528e+12,1.3528e+12,1.3528e+12,1.3528e+12,1.3528e+12,1.3528e+12,0,-7.0772e+12,-7.0772e+12,-7.0772e+12,-7.0772e+12,-7.0772e+12,-7.0772e+12,0,1.3382e+10,1.3382e+10,1.3382e+10,1.3382e+10,1.3382e+10,1.3382e+10,0,0,0,0,0,0,0,0,17266,17266,17266,17266,17266,17266,0,4778.4,4778.4,4778.4,4778.4,4778.4,4778.4,0,2910.6,2910.6,2910.6,2910.6,2910.6,2910.6,0,1,163
